Id,Wire-Length,Wire-Width,Temperature,Resistance
2736,5.21259451171e-06,9.09545249893e-08,54.9560775388,96.2007891546
2737,4.24414518948e-06,1.02231404526e-07,35.7067764207,64.0980526401
2738,5.51085281184e-06,1.04643850792e-07,36.6987891379,85.0733566393
2739,4.98446872753e-06,1.05670701912e-07,66.8775634732,80.8560509738
2740,3.76180105262e-06,4.96603554988e-08,52.237052358,110.858189603
2741,5.47201799334e-06,9.59061919879e-08,34.2692296942,87.0545836668
2742,5.01591274211e-06,1.0419090373e-07,53.0618455773,71.8485726684
2743,3.28952404404e-06,8.9724183639e-08,66.3082368408,59.0008953869
2744,4.68653091856e-06,9.45109272414e-08,75.4391995068,91.7427916539
2745,4.63930994137e-06,1.34106233239e-07,55.6596763517,52.5187587951
2746,3.54179239034e-06,6.81340519325e-08,50.7873920904,85.761805205
2747,4.54484491862e-06,9.37354393817e-08,64.5059920263,87.379962609
2748,4.83359485339e-06,1.00211052163e-07,53.3330171715,77.5120400742
2749,2.84740112717e-06,8.32361878731e-08,52.6824525127,54.0594852023
2750,4.60931591616e-06,1.01365728106e-07,37.6098918278,66.391532552
2751,3.96333876473e-06,7.98040933851e-08,42.2719392191,82.6954765076
2752,3.33753001964e-06,1.13469172871e-07,56.2550842311,50.1262723822
2753,5.55041574504e-06,1.28160535032e-07,49.2880744296,69.058520518
2754,4.37212037665e-06,8.40077818354e-08,48.0972808632,90.9060030454
2755,4.17280074652e-06,1.120751321e-07,51.1763432803,59.6256331227
2756,3.88845323951e-06,8.57776323978e-08,58.0056028521,77.8987363785
2757,4.12850573273e-06,6.78126651477e-08,42.169822539,90.0176993207
2758,5.35999088153e-06,1.02763651162e-07,33.4189185776,78.0822470728
2759,4.78175783991e-06,9.9215138042e-08,36.8004184814,80.7243064404
2760,5.35469770783e-06,9.71631053e-08,34.4416138021,89.3722146475
2761,4.28007300991e-06,7.25596794485e-08,57.27648179,115.353793061
2762,4.71132435302e-06,5.86537230067e-08,62.0267474972,137.378024769
2763,6.03643135695e-06,1.18760623888e-07,63.2203468441,82.1930176717
2764,5.24020563757e-06,1.03553737501e-07,42.4599549174,84.3806390751
2765,3.85020815971e-06,7.97403267328e-08,66.1538073962,80.5260243639
2766,4.66652627529e-06,8.85376000727e-08,52.1228109007,83.4116993069
2767,4.39376728197e-06,8.40308548111e-08,38.0149021716,68.6145522639
2768,6.10602805519e-06,1.08590841754e-07,62.0520758582,97.0508750082
2769,6.2647739661e-06,6.33063162171e-08,57.0338536432,163.970160432
2770,5.72829517298e-06,1.15248034808e-07,58.9198567881,77.1647640979
2771,5.21124388523e-06,1.22745251784e-07,65.1325571321,78.8694312618
2772,6.10072599989e-06,9.29842362806e-08,60.5524669534,111.028091736
2773,3.60045424241e-06,9.40948398954e-08,47.9524424501,68.1770790656
2774,4.42096202474e-06,1.51486805341e-07,29.2355322944,42.8238489672
2775,5.986838541e-06,7.54179309162e-08,71.5870346644,141.539103512
2776,3.77293662265e-06,7.70057205992e-08,52.5395356499,76.8501565711
2777,6.2077840475e-06,1.155224263e-07,37.7240946915,84.5841234782
2778,3.84601633659e-06,8.83222286864e-08,39.2805689805,70.0787545164
2779,4.67557445136e-06,1.10422342156e-07,38.0010489544,57.2455728018
2780,6.04654670805e-06,1.0427557475e-07,29.6229592967,84.0767948622
2781,5.77692543303e-06,8.09477964049e-08,34.4664613192,112.651164937
2782,5.15075545981e-06,1.31681382693e-07,39.1628518877,67.821991506
2783,5.00452031458e-06,9.03396155274e-08,59.0002288995,94.4211808289
2784,3.45514325699e-06,1.09094067472e-07,45.1166368441,49.0722867455
2785,5.11949758302e-06,5.85696720198e-08,54.867084111,149.190200455
2786,3.98231615593e-06,8.49070281921e-08,65.8647604244,80.9777686957
2787,6.45778101111e-06,9.6757600176e-08,35.2934018315,107.627251404
2788,5.08086539284e-06,8.61143707024e-08,42.9585822553,95.3566231058
2789,5.57892176773e-06,6.25277196378e-08,55.2458073464,139.966527094
2790,8.01519932405e-06,7.80799579229e-08,54.9309070135,169.623162564
2791,5.59336977237e-06,9.85478980314e-08,40.1546044351,89.298091315
2792,5.06172391877e-06,1.15752159583e-07,50.6421220128,74.9297151833
2793,5.36476838114e-06,1.14332038332e-07,36.4620043064,69.2360027481
2794,4.24564996378e-06,7.80466214578e-08,32.9742249391,81.712650405
2795,5.30352344315e-06,1.31623582896e-07,55.6803804867,63.6812176814
2796,5.56705808438e-06,8.14315730215e-08,53.1482339229,110.133064563
2797,6.19840059328e-06,1.02568350249e-07,26.6874465676,84.8577313918
2798,6.22507658089e-06,1.09022211942e-07,53.7649531888,93.8657019016
2799,4.92532866915e-06,1.21042043826e-07,52.9762889538,68.1630784903
2800,4.91628340899e-06,1.19683447194e-07,40.0135696193,63.8972757666
2801,3.92688728191e-06,8.84804463119e-08,47.2404728138,66.9854412197
2802,6.23354373394e-06,1.0599343051e-07,30.2606728825,85.3153950941
2803,5.28457315032e-06,9.46833079986e-08,52.3403740507,90.252660944
2804,5.8621494589e-06,7.37613235065e-08,32.5159371881,127.887401851
2805,4.95273312538e-06,9.33634017126e-08,54.5477736743,87.5582849495
2806,5.63775235498e-06,7.87905218422e-08,49.3134094349,122.358488363
2807,5.50408799031e-06,6.13511239002e-08,60.2090489582,148.559304253
2808,5.1414057124e-06,1.13905144209e-07,50.9105254079,68.3503918213
2809,3.48077603575e-06,8.22346255529e-08,58.9149175749,70.1465599925
2810,4.35212010182e-06,1.09657038376e-07,38.8173750323,62.9678498141
2811,4.98588929252e-06,1.3216295987e-07,32.5390827245,59.4915066825
2812,5.11422694523e-06,1.04231341461e-07,48.6460681023,77.8390712068
2813,6.0765301838e-06,9.6548038149e-08,66.547827551,105.788406982
2814,5.77122750455e-06,8.89938948478e-08,36.5178906752,102.883732224
2815,4.00201092554e-06,1.42118120429e-07,65.3507678767,43.9285811711
2816,4.39145558388e-06,1.36365087353e-07,53.0888936079,50.7487133335
2817,5.63871444139e-06,8.16932867845e-08,36.8932887809,114.620453553
2818,4.37987427149e-06,1.03449002987e-07,57.9172656592,71.5047604911
2819,5.03845819144e-06,9.94292416978e-08,64.0893587923,100.26811721
2820,6.72180383979e-06,1.01610145242e-07,53.6467019864,112.987171036
2821,6.14402813245e-06,1.1733201751e-07,48.0482633318,80.8933303489
2822,4.6277834422e-06,1.16355301787e-07,44.0114714712,54.8864885959
2823,5.56438257258e-06,7.05306270278e-08,33.7542858409,117.928410801
2824,2.77517729479e-06,9.66688442748e-08,41.4940159614,49.7679134025
2825,6.75110050294e-06,8.23915232296e-08,65.9761317411,130.471220967
2826,4.66260385533e-06,1.04281233577e-07,46.6426313596,70.5559054303
2827,5.38059819483e-06,8.94975735234e-08,62.0451987257,96.2780823445
2828,4.96420647098e-06,1.14533031423e-07,36.5589259866,67.6990982865
2829,5.83629783771e-06,1.02378811651e-07,53.3593324204,102.6402664
2830,6.25805967543e-06,1.36662904615e-07,42.9583373017,69.6861275025
2831,3.44702849255e-06,1.21315693811e-07,35.2129597998,48.6540408541
2832,4.67691040975e-06,1.06268885908e-07,56.5355007133,82.8151278905
2833,6.05299181553e-06,8.17226379414e-08,58.8070599239,121.437626241
2834,4.87753691486e-06,9.87659802731e-08,63.1426190422,83.5590350822
2835,5.05500218965e-06,9.38544914219e-08,65.0336093155,86.0563410119
2836,5.08027270716e-06,9.67704649023e-08,38.4853516584,79.2698811851
2837,5.67292663563e-06,8.16993596326e-08,39.7507218793,109.979518233
2838,6.72070408308e-06,6.15447572643e-08,44.2838266869,177.967578225
2839,5.19380636759e-06,1.02520158691e-07,63.8788703045,80.0520981085
2840,3.72180294016e-06,1.37504087041e-07,23.8781731412,38.7759328384
2841,5.07281926654e-06,8.74223175444e-08,64.037081215,107.213611443
2842,4.41648414804e-06,8.17257272656e-08,24.6292291367,88.094138989
2843,3.18928065917e-06,1.10774103685e-07,35.9709144584,43.1450326519
2844,5.39406603768e-06,9.7864174115e-08,38.0505368241,78.1187800148
2845,4.47264214421e-06,1.11428684105e-07,76.1845648468,73.7363524988
2846,4.69041708659e-06,1.13524560836e-07,35.6478239982,60.1783890705
2847,4.09186845779e-06,1.07020251896e-07,55.5051534883,64.6710845364
2848,3.57226427552e-06,6.86508913007e-08,27.2672297104,80.0094582584
2849,6.57684570189e-06,1.0966487431e-07,48.4651250091,100.62865965
2850,6.12383187243e-06,9.79139005234e-08,47.5018111749,93.6896194636
2851,6.25582341472e-06,9.8913643619e-08,42.7700203047,101.531492987
2852,5.11258228068e-06,6.91956562818e-08,36.6761440846,114.76827182
2853,4.81909514133e-06,1.15831534354e-07,65.6918568168,78.1383448443
2854,5.52575789916e-06,1.02177160232e-07,56.1509341498,84.6766877879
2855,5.27449019075e-06,9.23920384802e-08,47.8850423676,87.5483489491
2856,4.13191765432e-06,8.3239915338e-08,66.4814280696,81.1185066908
2857,5.02397001027e-06,1.21697560461e-07,43.7242521934,61.6129982256
2858,4.40409512831e-06,1.16734097845e-07,35.8175471972,58.0190714631
2859,4.50231945485e-06,8.88946502555e-08,46.8141068587,79.1381994273
2860,5.72801505454e-06,1.39778520703e-07,54.9702771664,67.2764672225
2861,5.46571365521e-06,1.11144601975e-07,54.8936775322,81.2517132769
2862,4.91267786626e-06,8.23425409465e-08,62.3072177324,106.256400878
2863,5.41118509635e-06,9.57383585571e-08,58.1987564955,94.3796336265
2864,4.79382295207e-06,9.10926763641e-08,55.8090213247,86.8873743091
2865,5.06776825752e-06,9.42759583472e-08,40.5208984122,82.542147825
2866,4.11531214947e-06,8.94200509053e-08,32.6146257266,65.2677081958
2867,5.25991198671e-06,1.33465860388e-07,60.4311144438,65.6528078317
2868,7.19563448801e-06,9.95295422454e-08,50.7397274887,117.906604102
2869,4.72301614235e-06,8.74909577186e-08,66.4130067767,92.7841455943
2870,6.11700273833e-06,1.34615677191e-07,55.9070130164,77.3711641388
2871,6.90622310778e-06,1.17834072588e-07,43.100256658,92.802739996
2872,3.56377043312e-06,1.08952753369e-07,58.9458472476,56.4993079154
2873,4.43574647366e-06,9.68675887005e-08,15.0941181181,60.8086794971
2874,4.11033386035e-06,9.47792818282e-08,38.7213271176,67.4198862062
2875,4.63476135102e-06,1.01803740819e-07,56.145140364,78.334820799
2876,5.43987057335e-06,7.49764187669e-08,42.2776925846,123.277502352
2877,5.19054677709e-06,1.195489631e-07,44.6605114599,66.3689925062
2878,6.04508096057e-06,1.10196082507e-07,37.4178542244,72.3276661976
2879,4.72167879552e-06,9.1961852831e-08,32.6288952498,80.1076967592
2880,5.06334085096e-06,9.64343028727e-08,44.820231158,83.6012126877
2881,4.12097090904e-06,7.85128603319e-08,52.1846393436,81.4837587816
2882,4.66327271194e-06,8.38734998708e-08,29.5635491428,87.8926220772
2883,4.43361216357e-06,9.58254792137e-08,54.4718447709,71.2731314932
2884,5.10100948562e-06,7.97068000402e-08,65.659276622,113.581659136
2885,5.28900718726e-06,8.26141531439e-08,31.4164878316,94.4039837529
2886,6.91236095518e-06,1.06104959865e-07,34.4420056719,97.9504016233
2887,5.38378148688e-06,1.25176683474e-07,29.6559204682,61.6922762602
2888,5.84264803141e-06,1.01303128197e-07,47.0896166902,93.1942951354
2889,6.30505443277e-06,5.2152358664e-08,40.1428986775,189.856464577
2890,4.19024836665e-06,1.0054332323e-07,48.3810193171,62.5777708367
2891,6.03051895371e-06,1.11387653137e-07,35.480522418,82.4418998915
2892,5.52181402411e-06,1.19512060367e-07,38.7674202167,74.6584497476
2893,4.50517904596e-06,9.61374692526e-08,62.9829661036,76.1388954191
2894,4.17023325495e-06,1.1697461769e-07,51.8394624699,55.1912908187
2895,4.15746361366e-06,9.63020794695e-08,64.2546012071,67.3364537917
2896,5.26124903192e-06,7.89244884753e-08,32.4079768404,96.0294302244
2897,4.61520125492e-06,1.33401256823e-07,55.9407479965,53.3795257955
2898,3.92820076446e-06,9.34453796919e-08,35.1589682329,66.4108688597
2899,5.42073738981e-06,1.23826987007e-07,49.4517603801,69.1857856392
2900,5.19503362812e-06,1.01615466111e-07,57.6959765552,80.5910091344
2901,5.82512852624e-06,1.38998349764e-07,37.2218078948,62.1484069599
2902,2.96674558215e-06,9.54002177276e-08,53.5879353093,47.2590419617
2903,5.72003034358e-06,1.0640716463e-07,45.2646707544,87.7858864359
2904,4.13591169615e-06,9.44958008024e-08,32.8929914546,65.9683080638
2905,4.3042808342e-06,8.97365786782e-08,52.4669264261,80.8976432573
2906,4.80807708724e-06,1.13772030381e-07,67.4062465894,70.926096571
2907,5.29443110525e-06,1.07780392923e-07,50.3110586936,77.4806105823
2908,5.77000114512e-06,1.22611518651e-07,24.7398572615,65.7010764473
2909,5.01545149675e-06,8.0524651526e-08,72.001508772,105.30504563
2910,4.46983454221e-06,9.7655059652e-08,57.4061554569,79.9671538611
2911,5.30118257405e-06,1.25064375733e-07,65.0928719883,74.4199825258
2912,3.47401240635e-06,1.20643741213e-07,34.6607087201,47.0213631676
2913,4.27650451281e-06,1.25671673052e-07,48.8687716326,56.1130804652
2914,2.97533341661e-06,7.5058916034e-08,50.1170226497,69.8979351979
2915,5.93025448862e-06,9.39699123978e-08,49.009890661,116.817216471
2916,5.59578239968e-06,1.21413392893e-07,57.1643008074,65.6294407212
2917,4.81556544031e-06,1.03733864227e-07,39.333591264,72.0566286253
2918,6.45957751439e-06,8.11347934147e-08,42.2080430859,130.197895619
2919,4.98725413078e-06,8.10155733935e-08,40.318092113,93.6213209457
2920,4.6884104807e-06,1.20017983537e-07,45.2767999179,64.9051342497
2921,5.30422493019e-06,5.88644063956e-08,54.670658284,160.782765119
2922,3.74201073422e-06,1.35791823363e-07,61.5715531921,42.7392251859
2923,5.09456959046e-06,1.08490513035e-07,65.0565192414,73.8056895909
2924,4.12677279518e-06,1.29359469979e-07,38.5814539623,46.5184843421
2925,3.0811947408e-06,8.33216097677e-08,35.9221666,52.668895269
2926,6.077760335e-06,1.39036701624e-07,41.2316717372,66.9064085226
2927,4.23096793742e-06,1.2706570623e-07,51.518305932,59.3165482524
2928,6.54271644779e-06,7.25926238177e-08,49.8692061222,140.585419356
2929,5.72904744791e-06,1.10932188935e-07,27.4886631681,75.3575380532
2930,3.97256937865e-06,8.29443132251e-08,51.2567404064,71.5801250035
2931,3.56196091863e-06,7.72446245392e-08,42.2693207522,74.3193700248
2932,5.64217047177e-06,8.01308185998e-08,33.002588179,99.2964461113
2933,4.10174361996e-06,8.62946929684e-08,71.6928789933,82.0923313694
2934,2.97390091199e-06,1.28501965664e-07,38.8287468848,32.0769423758
2935,4.6920108015e-06,9.02973420733e-08,60.611757873,86.2646704691
2936,5.36559405293e-06,9.46220128409e-08,47.4627045269,92.4233260138
2937,4.7462711589e-06,1.24784595569e-07,70.3467788202,65.2987052139
2938,2.77378976056e-06,9.53156622718e-08,29.9955619078,49.8738413423
2939,6.40707810605e-06,1.19288706442e-07,66.2461530985,88.2052053938
2940,2.5450276336e-06,1.12951033608e-07,49.2115611267,34.3847516041
2941,3.00977560439e-06,1.0214322683e-07,46.9895984536,40.8882069134
2942,5.02076792629e-06,9.37223681946e-08,73.6904250116,83.4534402957
2943,4.22471616266e-06,7.1723607816e-08,57.5308479847,107.263709453
2944,3.72863246189e-06,9.90533375779e-08,66.1432629697,65.5177968754
2945,5.45289126626e-06,1.17614525981e-07,29.909905595,66.39625635
2946,3.25398836164e-06,9.37723133461e-08,40.7491593992,55.2354549624
2947,4.94128663223e-06,1.02509388932e-07,45.8404790011,77.0016672717
2948,6.22986600276e-06,1.19330279052e-07,49.964441937,81.2401875969
2949,4.3432830902e-06,1.09808349482e-07,58.6655121926,63.8935080446
2950,4.77962129356e-06,1.11415942612e-07,48.5289579498,66.0385012832
2951,5.95066871422e-06,5.3080481956e-08,66.5847071871,166.343916204
2952,5.89923923183e-06,7.07760892433e-08,38.930505725,140.210518383
2953,5.16345549574e-06,1.03116685135e-07,61.360977776,88.581091334
2954,3.48515537125e-06,1.01282671471e-07,51.7123111901,54.7177650799
2955,5.20373079906e-06,1.23516649637e-07,67.3525746344,75.7131587018
2956,4.61835459895e-06,8.27066860984e-08,48.4196725486,93.6585338447
2957,3.40365796402e-06,1.08508109083e-07,58.8055685573,46.5709557898
2958,4.18281412767e-06,8.24345594476e-08,75.1780205675,90.8329496146
2959,6.1521434285e-06,1.22569377312e-07,49.6617871044,81.0542417799
2960,5.13062973947e-06,1.09985152551e-07,32.0376224752,72.8393627721
2961,4.16722203425e-06,1.14019722302e-07,53.3804357327,59.5017149072
2962,6.70637364031e-06,1.1754514818e-07,34.5355003351,81.6411537903
2963,6.12480870006e-06,8.04796994205e-08,66.3181676363,117.72077693
2964,4.14093390712e-06,1.05367350079e-07,56.5300266034,61.1868205312
2965,4.413101195e-06,9.69109820786e-08,31.8818306231,69.8116811988
2966,5.42267896409e-06,1.08839022371e-07,50.2868705243,80.7101654197
2967,5.32811064804e-06,6.00145198479e-08,60.1089477391,146.053129001
2968,3.95832722002e-06,6.34118828468e-08,27.7962637987,100.268442963
2969,4.47637651956e-06,7.55366120626e-08,58.0765565028,89.2497845155
2970,5.43427062744e-06,9.76049386056e-08,49.8380112378,92.2755238666
2971,4.40690743169e-06,1.07819900472e-07,60.4839956736,66.2797884979
2972,5.04534216875e-06,9.567896794e-08,53.6099932495,87.2830486063
2973,5.71460049431e-06,4.78827380757e-08,43.7634984488,196.646157449
2974,4.90483222827e-06,8.04810775389e-08,54.1323714207,99.3988704226
2975,4.40752281287e-06,9.57675563787e-08,52.7935720778,75.6738771645
2976,6.25303363624e-06,9.89179558015e-08,33.7189313571,95.2250483343
2977,5.16388456138e-06,8.08851434654e-08,57.8951483863,100.168523162
2978,3.66752844466e-06,1.06882256273e-07,55.507539281,53.3190458016
2979,6.30059735307e-06,1.35044560314e-07,43.1752358329,80.0898759297
2980,5.5993307271e-06,1.35934180242e-07,56.6229285889,65.7081500006
2981,6.74885890397e-06,8.39841064231e-08,71.0504229128,148.321628886
2982,5.54882882947e-06,9.07679139103e-08,69.5181989006,104.665584255
2983,5.80969029134e-06,1.00022695239e-07,78.946342772,102.637730775
2984,4.73123951836e-06,7.41924854746e-08,42.6813974986,110.986911659
2985,6.51608367997e-06,1.25174121694e-07,64.7695524084,88.697492307
2986,3.96305032119e-06,1.3518802675e-07,46.496788504,51.4654430286
2987,3.25489588033e-06,8.69378235776e-08,50.2671617738,72.7363405963
2988,4.72849117683e-06,1.07070317416e-07,41.4727632902,72.4812100654
2989,5.29955931312e-06,7.46260672387e-08,48.008878739,110.333599024
2990,3.93405611632e-06,8.03967596654e-08,38.1069786058,82.8722939884
2991,4.97133847504e-06,9.6491041856e-08,33.803600262,80.3370935321
2992,3.8459423189e-06,9.6655218398e-08,31.6654903806,58.3447233387
2993,3.60631846714e-06,9.44812566055e-08,57.6767485282,65.656902249
2994,5.45711116365e-06,9.81840011525e-08,53.9880725782,95.4854955826
2995,6.53322460218e-06,3.8908544702e-08,47.5747625856,247.929220717
2996,2.94655364773e-06,7.84818972018e-08,39.9723088207,54.6567600738
2997,5.01355979639e-06,8.74064197595e-08,37.3461533668,85.1498745185
2998,5.64618741014e-06,1.26195166441e-07,61.4809829588,69.0932669918
2999,4.24437283366e-06,1.06231924334e-07,36.5771810564,57.8511065139
3000,4.32025111154e-06,8.21238640902e-08,44.416939491,82.2030762485
3001,5.03635475526e-06,7.79351840465e-08,41.9000082816,102.153730568
3002,4.60253593719e-06,1.04446956459e-07,75.5259943918,77.2083754108
3003,8.04862935363e-06,5.71150209538e-08,42.1649738835,229.759384169
3004,5.10049712888e-06,7.27780045623e-08,33.1927615218,120.25470001
3005,5.60954406494e-06,8.90668077804e-08,41.3374264755,87.9706286903
3006,6.04610859374e-06,5.90006171725e-08,63.638216173,193.11529116
3007,3.66870996221e-06,1.02983100345e-07,52.2940703634,59.4126587852
3008,5.36519956802e-06,1.01341962944e-07,40.6852321353,82.0541140667
3009,6.3476298866e-06,1.09923312203e-07,53.5303342422,97.8656720894
3010,5.53489874139e-06,1.07397462162e-07,60.3237636869,88.2728207369
3011,5.43350547535e-06,1.13489865913e-07,64.1065345011,83.8966097445
3012,3.62175848105e-06,1.08277557128e-07,49.6718471827,59.3143747066
3013,4.39129503025e-06,6.83369307086e-08,38.6698388073,99.3166603602
3014,3.21540722284e-06,1.06469496755e-07,57.3540073493,49.3670497991
3015,5.50999420106e-06,6.83169199826e-08,39.3956402697,113.073263016
3016,5.36095894618e-06,1.26151104799e-07,53.8587291704,75.3347029093
3017,4.03814959987e-06,9.84475592695e-08,44.0697596157,64.0885947372
3018,4.14593959359e-06,1.1184383707e-07,69.8303349622,60.998249222
3019,5.6399117468e-06,1.31688539356e-07,36.3119274552,69.7837487856
3020,3.87631797785e-06,1.29291833538e-07,46.6864930717,42.1745048171
3021,4.76166535962e-06,7.27147211452e-08,30.6176165293,102.703250883
3022,5.56966433692e-06,9.27544494068e-08,45.414147632,91.7029548204
3023,5.51288900151e-06,1.02560869652e-07,81.0571144993,96.887070554
3024,4.34053751396e-06,8.14613902676e-08,42.863993783,89.4095250633
3025,4.14621160902e-06,1.02599024326e-07,38.8208356343,59.0349844388
3026,5.0904704722e-06,4.42868591365e-08,62.8787829259,213.554099591
3027,3.84180983303e-06,7.97391683968e-08,58.4865793665,81.8455602604
3028,5.72026551831e-06,1.19326671718e-07,65.3857276488,74.9180324596
3029,6.48124534512e-06,9.94383309259e-08,53.2625470783,115.001995612
3030,6.18333495021e-06,1.39740785424e-07,67.2379306252,76.5918868762
3031,5.0392589477e-06,1.0493842774e-07,66.141235692,84.5959851629
3032,7.31818437346e-06,1.01323057119e-07,78.4968522447,131.020523037
3033,6.00291171524e-06,8.0379777907e-08,61.5406209112,127.233496749
3034,5.7831801038e-06,9.30478661536e-08,64.3647917446,100.854663329
3035,4.8157361431e-06,1.08327813054e-07,58.0753161231,71.7637282655
3036,5.55540048848e-06,1.22844336104e-07,51.0571708905,70.0787042825
3037,3.80536951722e-06,8.48910356302e-08,56.141989436,75.5239477876
3038,6.81160775121e-06,8.86092634757e-08,39.063379305,125.263549395
3039,4.8074291698e-06,9.53242215599e-08,38.7508160575,79.0421858717
3040,5.27553386325e-06,1.08451300357e-07,58.0197441438,87.5946336467
3041,3.79939657888e-06,1.11154774332e-07,36.8338300697,55.6058188944
3042,4.50115249811e-06,8.08103565692e-08,32.9194568431,81.7887394007
3043,6.53329602808e-06,1.12338566655e-07,44.4724808835,89.5877643404
3044,3.80570171848e-06,1.10656089536e-07,29.5252627164,57.6023723259
3045,4.48615656943e-06,6.09464959302e-08,51.7622517446,107.623212655
3046,4.83153549511e-06,1.02461862158e-07,54.1490129417,77.3673046725
3047,4.31686214262e-06,1.21080783386e-07,47.1420450734,50.1651097825
3048,5.45221513987e-06,1.45866682341e-07,58.9966090397,66.6244746993
3049,4.38814475828e-06,8.30298366983e-08,38.099200036,79.7220675343
3050,3.23657382112e-06,1.28190148846e-07,45.9143324561,35.4634007264
3051,5.28738128062e-06,9.33790786902e-08,46.7695820592,88.0710550761
3052,5.3752292099e-06,1.11930995648e-07,44.7004155567,78.5121267217
3053,4.19395281899e-06,9.99591382544e-08,43.5532170753,64.1512049027
3054,6.47763921495e-06,1.03543119137e-07,56.2453181753,106.613460917
3055,3.07416662044e-06,8.95533517773e-08,67.9280343719,58.4578702699
3056,5.45749720699e-06,1.49637306511e-07,36.0632752123,56.2852573447
3057,5.34442492472e-06,9.44527151092e-08,44.4187270064,89.0159821337
3058,6.27896169521e-06,1.08941011263e-07,45.313792379,93.1191896044
3059,6.33746599185e-06,1.18264435136e-07,39.6279783588,83.0584616443
3060,4.04300269348e-06,1.19642782544e-07,48.7246040068,47.5447624179
3061,7.37195291488e-06,1.11409156459e-07,69.4560404872,123.440186275
3062,3.35476188401e-06,8.34517295062e-08,76.5698348203,67.4996694906
3063,4.90951831705e-06,1.12120797206e-07,50.2737056926,71.7751469911
3064,4.44669027071e-06,6.91755631926e-08,46.6236665509,107.679048374
3065,5.23799458923e-06,1.28411908441e-07,45.8646842252,62.7286067164
3066,4.07200369377e-06,4.24352986027e-08,70.5688610588,148.741721632
3067,3.19816706909e-06,1.21759468798e-07,61.4323071296,38.3011984456
3068,5.84991489854e-06,8.78053379506e-08,58.1249339749,113.894848624
3069,4.04110401769e-06,3.41753288257e-08,67.8592715313,212.961514423
3070,6.40051685127e-06,6.96369298649e-08,62.3533642513,134.159418087
3071,5.48892541365e-06,1.23667044684e-07,49.0507727549,73.6859848615
3072,4.97087613591e-06,8.38825485655e-08,40.1565916271,101.037969789
3073,4.47737653975e-06,9.31872334769e-08,60.326689352,82.796717946
3074,6.19999646817e-06,7.60824414599e-08,37.9959036765,131.067574797
3075,6.89854175169e-06,1.18042305068e-07,60.9343045979,91.5844974395
3076,4.33302964078e-06,6.2425863262e-08,62.1155661305,121.113245519
3077,5.55062168789e-06,1.01111978384e-07,55.4581949758,85.3263208102
3078,3.36858760021e-06,9.87394009808e-08,45.2229666724,46.09190044
3079,6.79559869509e-06,1.24938339511e-07,56.114195913,86.8462662132
3080,4.60374526557e-06,1.19603560192e-07,46.0254631281,60.1932595558
3081,7.67208260205e-06,6.976619986e-08,46.4077652604,161.143887423
3082,5.58996601184e-06,1.14472759251e-07,43.3962405924,82.407198506
3083,4.34279880001e-06,9.65437003535e-08,64.4320756061,77.6500988164
3084,4.94641801613e-06,1.01949351602e-07,45.952741563,76.0979840272
3085,3.67149684011e-06,1.03331089904e-07,47.3695342446,54.5666428796
3086,6.54410894744e-06,1.19305076101e-07,59.2834685345,93.1483266306
3087,4.45883632148e-06,8.31097051021e-08,62.1161486566,88.7542810377
3088,5.97554908097e-06,1.03092377705e-07,49.7768731036,88.3774858859
3089,6.63832963163e-06,1.02720402872e-07,62.3821089764,107.459285412
3090,6.00500504674e-06,9.16268920438e-08,39.3887178098,99.8116361751
3091,6.22600869157e-06,8.4229058553e-08,44.241940195,114.074135511
3092,3.66391685289e-06,1.35414671797e-07,55.227477246,48.4111480953
3093,4.26224026393e-06,7.07718616936e-08,53.4017507891,112.69391495
3094,4.16162570654e-06,9.87428024153e-08,69.9866703045,71.7866378034
3095,4.47075252594e-06,1.20500071993e-07,45.1763762813,57.3401676943
3096,4.30103308584e-06,1.34275911272e-07,64.4038428364,53.909753181
3097,4.19139701435e-06,1.05771795222e-07,67.5493833957,69.1059636773
3098,2.79576089557e-06,1.29028237411e-07,42.0243801767,31.8441730992
3099,5.42101732734e-06,6.62136075496e-08,30.2495406729,115.339245015
3100,5.29777670198e-06,9.84041369694e-08,45.2832769502,82.2325103159
3101,3.58179188322e-06,1.02209920424e-07,49.9209827465,58.9714944931
3102,5.69586738142e-06,8.72793358379e-08,56.5649283414,100.154929745
3103,4.52729377668e-06,1.04156643123e-07,32.1754883825,65.4166190464
3104,4.22414989265e-06,1.03145870935e-07,41.9252055032,62.7596701173
3105,5.40553403535e-06,1.56407378585e-07,67.4907670627,62.5075503491
3106,3.81368901959e-06,8.84396997144e-08,39.0875823276,66.0603898315
3107,2.94482263147e-06,1.11229485534e-07,45.4424571592,41.345684748
3108,5.64555122538e-06,7.62508033149e-08,55.0774253318,137.23135147
3109,4.47739632625e-06,1.18824044141e-07,61.451130097,60.4412084793
3110,3.21076497473e-06,1.39688550959e-07,47.9941601527,35.1242524855
3111,5.26854623416e-06,5.03837487636e-08,53.3184356497,181.487642181
3112,5.22922449298e-06,5.52645994701e-08,51.0900026364,168.463921786
3113,3.80373090387e-06,8.65602703202e-08,48.5149335898,68.5919084319
3114,5.47847726122e-06,9.98135670295e-08,35.7835199318,75.8755887916
3115,5.44127404291e-06,6.54515201952e-08,36.2922794226,129.419699925
3116,6.37695970367e-06,1.0920502534e-07,42.3265443184,98.6737391485
3117,4.14580506711e-06,1.05482243639e-07,54.451244082,60.889324278
